City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
291,meknes,33.9776,-5.525,77.88199999999989,69,0,3.09,MA,08/10/2023
292,san pedro pochutla,15.7333,-96.4667,79.71800000000002,88,87,1.06,MX,08/10/2023
293,motygino,58.1831,94.7592,67.60399999999998,67,75,2.0,RU,08/10/2023
294,richards bay,-28.783,32.0377,65.04800000000006,74,99,2.01,ZA,08/10/2023
295,mumford,5.2618,-0.759,74.73199999999991,88,100,4.79,GH,08/10/2023
296,barcelos,41.5388,-8.6151,66.84800000000001,93,15,1.37,PT,08/10/2023
297,zwedru,6.0667,-8.1281,70.50200000000001,98,100,1.65,LR,08/10/2023
298,mawlaik,23.6333,94.4167,76.83800000000002,100,100,0.51,MM,08/10/2023
299,trapani,37.8333,12.6667,68.88199999999989,88,0,1.54,IT,08/10/2023
300,anloga,5.7947,0.8973,76.08199999999994,87,99,5.68,GH,08/10/2023
301,mana,5.6592,-53.7767,78.04400000000004,90,13,5.2,GF,08/10/2023
302,kill devil hills,36.0307,-75.676,79.988,82,0,0.0,US,08/10/2023
303,bangjun,39.9911,117.2628,78.96199999999993,81,98,1.52,CN,08/10/2023
304,calvillo,21.85,-102.7167,61.73600000000005,76,60,0.95,MX,08/10/2023
305,selkirk,50.1436,-96.8845,60.872000000000014,87,35,3.53,CA,08/10/2023
306,soe,-9.8607,124.284,74.58800000000002,58,72,4.71,ID,08/10/2023
307,jodhpur,26.2867,73.03,81.22999999999996,73,81,5.51,IN,08/10/2023
308,hadibu,12.65,54.0333,78.07999999999998,81,100,9.3,YE,08/10/2023
309,kegeyli shahar,42.7767,59.6078,78.88999999999993,27,3,4.55,UZ,08/10/2023
310,la esperanza,14.8667,-91.5667,57.0739999999999,95,37,1.97,GT,08/10/2023
311,geraldton,-28.7667,114.6,64.81400000000002,68,40,4.63,AU,08/10/2023
312,morant bay,17.8815,-76.4093,87.42199999999997,86,7,2.22,JM,08/10/2023
313,tura,25.5198,90.2201,79.07,91,100,1.41,IN,08/10/2023
314,manta,-0.95,-80.7333,78.00799999999998,78,90,7.6,EC,08/10/2023
